Id,Model,Price,Age,Mfg_Month,Mfg_Year,KM,Fuel_Type,HP,Met_Color,Automatic,cc,Doors,Cylinders,Weight
376,TOYOTA Corolla 1.4 LB LINEA TERRA 4/5-Doors,13250,33,12,2001,16512,Petrol,97,1,0,1400,5,4,1085
377,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,12950,40,5,2001,16325,Petrol,110,1,0,1600,5,4,1080
378,TOYOTA Corolla 1.4 16V VVT I LIFTB LUNA 4/5-Doors,11750,38,7,2001,16000,Petrol,97,1,0,1400,5,4,1060
379,TOYOTA Corolla 1.6 Linea Terra LB 4/5-Doors,11500,39,6,2001,12000,Petrol,110,1,0,1600,5,4,1075
380,TOYOTA Corolla 1.4 VVTI LB 4/5-Doors,13500,43,2,2001,10000,Petrol,97,1,0,1400,5,4,1060
381,?TOYOTA Corolla 1.9 D HATCHB SOL 2/3-Doors,6500,53,4,2000,216000,Diesel,69,0,0,1900,3,4,1110
382,TOYOTA Corolla 1.9 D SEDAN TERRA 4/5-Doors,6400,51,6,2000,198167,Diesel,69,0,0,1900,4,4,1095
383,TOYOTA Corolla 1.9 D HATCHB TERRA 2/3-Doors,7000,53,4,2000,176000,Diesel,69,0,0,1900,3,4,1105
384,TOYOTA Corolla 2.0 DSL SEDAN LINEA TERRA 4/5-Doors,7750,54,3,2000,174139,Diesel,72,1,0,2000,4,4,1100
385,TOYOTA Corolla 1.9 D Sedan 4/5-Doors,8900,45,12,2000,174000,Diesel,69,1,0,1900,5,4,1095
386,TOYOTA Corolla 1.6 VVTi Linea terra 2/3-Doors,8500,55,2,2000,150000,CNG,110,1,0,1600,3,4,1075
387,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,8950,54,3,2000,149329,Diesel,72,1,0,2000,5,4,1135
388,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,9900,51,6,2000,146736,Petrol,110,1,0,1600,5,4,1080
389,TOYOTA Corolla 1.9 D LIFTB LUNA 4/5-Doors,10250,53,4,2000,143513,Diesel,69,0,0,1900,5,4,1140
390,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,9250,48,9,2000,142130,CNG,110,0,0,1600,5,4,1119
391,TOYOTA Corolla 1.9 D WGN LINEA TERRA Stationwagen,7750,48,9,2000,140700,Diesel,69,1,0,1900,5,4,1110
392,?TOYOTA Corolla 1.9 D SEDAN TERRA 4/5-Doors,9450,54,3,2000,138394,Diesel,69,1,0,1900,4,4,1095
393,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,7750,55,2,2000,137000,Diesel,72,1,0,2000,5,4,1135
394,TOYOTA Corolla 1.9 D WAGON TERRA Stationwagen,8250,52,5,2000,135258,Diesel,69,1,0,1900,5,4,1140
395,TOYOTA Corolla 1.6 16V VVT I WAGON TERRA Stationwagen,9950,49,8,2000,131364,Petrol,110,1,0,1600,5,4,1075
396,TOYOTA Corolla 1.8D Stationwagen,4450,56,1,2000,129155,Diesel,69,0,0,1800,5,4,1110
397,?TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,9950,50,7,2000,126110,Petrol,110,0,0,1600,3,4,1055
398,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,9000,48,9,2000,119742,Petrol,110,1,0,1600,5,4,1080
399,TOYOTA Corolla 1.9 D LB LINEA SOL 4/5-Doors,9950,53,4,2000,117913,Diesel,69,1,0,1900,5,4,1110
400,TOYOTA Corolla 2.0 D4D HATCHB TERRA 2/3-Doors,12450,47,10,2000,117430,Diesel,90,1,0,2000,3,4,1165
401,TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,10500,55,2,2000,117175,Petrol,110,1,0,1600,4,4,1035
402,TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,10750,54,3,2000,115558,Petrol,110,1,0,1600,4,4,1035
403,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,8950,53,4,2000,115113,Petrol,97,1,0,1400,3,4,1025
404,TOYOTA Corolla 1.9 D LIFTB TERRA 4/5-Doors,10500,54,3,2000,115046,Diesel,69,1,0,1900,5,4,1140
405,TOYOTA Corolla 2.0D 4/5-Doors,5150,56,1,2000,113997,Diesel,72,1,0,2000,5,4,1135
406,TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,10950,49,8,2000,107859,Petrol,97,0,0,1400,5,4,1060
407,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9450,52,5,2000,104805,Petrol,97,1,0,1400,3,4,1025
408,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,54,3,2000,103454,Petrol,110,1,0,1600,5,4,1075
409,TOYOTA Corolla 1.9 D WAGON TERRA Stationwagen,10950,51,6,2000,103018,Diesel,69,0,0,1900,5,4,1140
410,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,11900,47,10,2000,102352,Petrol,110,1,0,1600,5,4,1080
411,TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,9950,50,7,2000,102030,Petrol,97,1,0,1400,5,4,1060
412,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,11950,54,3,2000,101352,Petrol,110,0,0,1600,5,4,1080
413,TOYOTA Corolla 1.6 16v TERRA 4/5-Doors,7900,50,7,2000,99865,Petrol,110,1,0,1600,4,4,1035
414,?TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,10950,52,5,2000,99323,Petrol,110,1,0,1600,3,4,1055
415,TOYOTA Corolla 1.9 D LIFTB TERRA 4/5-Doors,8950,48,9,2000,98100,Diesel,69,1,0,1900,5,4,1140
416,?TOYOTA Corolla 1.6 16V VVT I WAGON TERRA Stationwagen,11950,51,6,2000,98040,Petrol,110,0,0,1600,5,4,1080
417,TOYOTA Corolla 1.6 HB SOL 2/3-Doors,10900,49,8,2000,97600,Petrol,110,1,0,1600,3,4,1045
418,?TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,9950,55,2,2000,97234,Petrol,110,0,0,1600,5,4,1080
419,?TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,9950,51,6,2000,96135,Diesel,72,0,0,2000,3,4,1115
420,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,10950,54,3,2000,96100,Petrol,110,1,0,1600,5,4,1080
421,?TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,8950,55,2,2000,94401,Diesel,72,0,0,2000,3,4,1115
422,?TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8950,55,2,2000,94122,Petrol,86,1,0,1300,3,4,1015
423,TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,10500,49,8,2000,91340,Petrol,110,1,0,1600,3,4,1055
424,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,8950,53,4,2000,90200,Petrol,97,0,0,1400,3,4,1025
425,TOYOTA Corolla 1.9 D LIFTB TERRA 4/5-Doors,9250,53,4,2000,90097,Diesel,69,1,0,1900,5,4,1140
426,?TOYOTA Corolla LIFTBACK 1.4 VVT-i LINEA TERRA 4/5-Doors,11500,48,9,2000,89049,Petrol,97,1,0,1400,5,4,1060
427,?TOYOTA Corolla 1.6 16V VVT I WAGON TERRA Stationwagen,9750,52,5,2000,89000,Petrol,110,0,0,1600,5,4,1075
428,?TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,9950,45,12,2000,87274,Petrol,110,1,0,1600,3,4,1040
429,?TOYOTA Corolla 1.6 16V VVT I HATCHB SOL 2/3-Doors,11450,49,8,2000,86221,Petrol,110,0,0,1600,3,4,1045
430,TOYOTA Corolla 1.6 VVT-i L. Sol Wagon Stationwagen,12500,54,3,2000,84598,Petrol,110,0,0,1600,5,4,1075
431,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,10500,50,7,2000,83567,Petrol,110,0,0,1600,5,4,1075
432,TOYOTA Corolla 1.6 16V VVT I WAGON TERRA Stationwagen,12950,50,7,2000,83106,Petrol,110,1,0,1600,5,4,1075
433,?TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,12200,50,7,2000,82805,Petrol,110,1,0,1600,3,4,1040
434,TOYOTA Corolla 1.4 16V VVT I HATCHB SOL 2/3-Doors,10950,50,7,2000,82735,Petrol,97,1,0,1400,3,4,1030
435,?TOYOTA Corolla 1.6 LB LINEA SOL 4/5-Doors,10950,54,3,2000,81905,Petrol,110,1,0,1600,5,4,1105
436,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA AUT4 2/3-Doors,11290,49,8,2000,80320,Petrol,110,1,1,1600,3,4,1070
437,TOYOTA Corolla 1.4 VVT-i Linea Sol HB 2/3-Doors,10750,49,8,2000,80090,Petrol,97,1,0,1400,3,4,1030
438,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,10895,53,4,2000,79800,Petrol,110,0,0,1600,5,4,1075
439,?TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,11500,47,10,2000,78785,CNG,110,1,0,1600,5,4,1119
440,?TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,9750,48,9,2000,78600,Petrol,110,1,0,1600,5,4,1075
441,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,10250,55,2,2000,77780,Petrol,110,0,0,1600,3,4,1040
442,TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,12500,49,8,2000,77648,Petrol,110,0,0,1600,4,4,1030
443,?TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,11950,54,3,2000,77270,Petrol,110,1,0,1600,4,4,1035
444,TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,10750,50,7,2000,76167,Petrol,97,1,0,1400,5,4,1060
445,?TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,11450,46,11,2000,75249,Petrol,110,1,0,1600,4,4,1035
446,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,11950,54,3,2000,75231,Petrol,110,1,0,1600,5,4,1080
447,TOYOTA Corolla 1.6 G6 HB 2/3-Doors,11750,48,9,2000,75045,Petrol,110,1,0,1600,3,4,1055
448,?TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA AUT4 4/5-Doors,10950,50,7,2000,74849,Petrol,110,1,1,1600,4,4,1060
449,?TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,11950,55,2,2000,74715,Petrol,110,1,0,1600,5,4,1080
450,?TOYOTA Corolla 1.9 D HATCHB TERRA 2/3-Doors,10995,49,8,2000,74656,Diesel,69,0,0,1900,3,4,1105
451,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,11450,56,1,2000,74500,Petrol,97,0,0,1400,3,4,1025
452,?TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,8900,49,8,2000,74494,Petrol,110,1,0,1600,5,4,1075
453,TOYOTA Corolla 1.6 4/5-Doors,10500,50,7,2000,73634,Petrol,110,0,0,1587,5,4,1075
454,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,11750,47,10,2000,73403,Petrol,110,1,0,1600,5,4,1075
455,?TOYOTA Corolla 1.4 16V VVT I HATCHB SOL 2/3-Doors,11450,49,8,2000,73175,Petrol,97,1,0,1400,3,4,1030
456,TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,12000,52,5,2000,73000,Petrol,110,0,0,1600,3,4,1055
457,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA AUT4 2/3-Doors,11950,50,7,2000,72242,Petrol,110,0,1,1600,3,4,1070
458,?TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9850,53,4,2000,72000,Petrol,97,1,0,1400,3,4,1025
459,?TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,10950,54,3,2000,71725,Petrol,110,1,0,1600,4,4,1035
460,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,10950,54,3,2000,71276,Petrol,110,0,0,1600,5,4,1080
461,TOYOTA Corolla 1.9 D Linea Terra 2/3-Doors,8695,50,7,2000,70440,Diesel,69,1,0,1900,3,4,1105
462,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,10990,53,4,2000,70239,Petrol,110,0,0,1600,3,4,1040
463,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9500,55,2,2000,69813,Petrol,97,1,0,1400,3,4,1025
464,?TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,11950,49,8,2000,69659,Petrol,86,0,0,1300,3,4,1025
465,TOYOTA Corolla 1.4 16V VVT I LIFTB SOL 4/5-Doors,10750,46,11,2000,69574,Petrol,97,0,0,1400,5,4,1065
466,?TOYOTA Corolla 1.9 D LIFTB TERRA 4/5-Doors,8750,47,10,2000,69000,Diesel,69,1,0,1900,5,4,1140
467,TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,8750,49,8,2000,68565,Petrol,110,1,0,1600,4,4,1030
468,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,11450,55,2,2000,68520,Diesel,72,1,0,2000,3,4,1115
469,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9950,46,11,2000,68414,Petrol,97,0,0,1400,3,4,1025
470,TOYOTA Corolla 1.6 16V WAGON LINEA LUNA Stationwagen,11950,56,1,2000,66777,Petrol,110,0,0,1600,5,4,1090
471,?TOYOTA Corolla 1.6 16V VVT I WAGON TERRA Stationwagen,13950,52,5,2000,66527,Petrol,110,1,0,1600,5,4,1080
472,?TOYOTA Corolla 1.6 16V VVT I HATCHB G6 4/5-Doors,11250,54,3,2000,66063,Petrol,110,1,0,1600,5,4,1090
473,TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,10900,50,7,2000,65471,Petrol,97,1,0,1400,5,4,1060
474,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9750,56,1,2000,65400,Petrol,97,1,0,1400,3,4,1025
475,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9950,52,5,2000,65170,Petrol,97,1,0,1400,3,4,1025
476,TOYOTA Corolla 1.6 sol lb 4/5-Doors,11950,56,1,2000,65000,Petrol,110,1,0,1600,5,4,1075
477,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,10450,48,9,2000,64193,Petrol,110,1,0,1600,3,4,1040
478,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,8950,54,3,2000,64000,Petrol,97,1,0,1400,3,4,1025
479,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,10250,54,3,2000,63792,Petrol,110,1,0,1600,5,4,1075
480,TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,9930,53,4,2000,63635,Petrol,110,1,0,1600,4,4,1035
481,?TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,10500,54,3,2000,63135,Petrol,110,1,0,1600,3,4,1050
482,TOYOTA Corolla 1.6 SDN LINEA SOL 4/5-Doors,11950,54,3,2000,63123,Petrol,110,1,0,1600,4,4,1035
483,TOYOTA Corolla 1.9 D Wagon Stationwagen,11500,48,9,2000,63000,Diesel,69,1,0,1900,5,4,1140
484,TOYOTA Corolla 1.6 SDN LINEA SOL 4/5-Doors,11500,55,2,2000,63000,Petrol,110,0,0,1600,4,4,1035
485,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,11450,54,3,2000,62987,Petrol,110,0,0,1600,5,4,1080
486,?TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9900,56,1,2000,62751,Petrol,110,0,0,1600,3,4,1050
487,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9500,54,3,2000,62519,Petrol,97,0,0,1400,3,4,1025
488,?TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,10500,50,7,2000,62280,Petrol,97,1,0,1400,5,4,1060
489,?TOYOTA Corolla 1.6 VVTI Linea Terra liftback 4/5-Doors,10750,50,7,2000,61672,Petrol,110,0,0,1600,5,4,1075
490,TOYOTA Corolla LIFTBACK 1.9 D Linea Terra 4/5-Doors,8950,54,3,2000,61000,Diesel,69,0,0,2000,5,4,1140
491,?TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,12000,56,1,2000,61000,Petrol,110,1,0,1600,3,4,1050
492,TOYOTA Corolla ! 1.6-16v vvt-i sol airco sedan 4/5-Doors,9940,53,4,2000,60558,Petrol,110,1,0,1600,4,4,1105
493,?TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,10950,47,10,2000,60348,Petrol,110,0,0,1600,4,4,1030
494,?TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,10750,54,3,2000,60239,Petrol,110,1,0,1600,5,4,1075
495,?TOYOTA Corolla 1.4 VVTI Linea Terra 2/3-Doors,9799,51,6,2000,59000,Petrol,97,1,0,1400,3,4,1025
496,TOYOTA Corolla 1.4 VVT-i Linea Luna liftback 4/5-Doors,11750,51,6,2000,58761,Petrol,97,0,0,1300,5,4,1060
497,TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,11950,54,3,2000,58745,Petrol,110,1,0,1600,4,4,1035
498,TOYOTA Corolla 1.6 16V VVT I HATCHB SOL 2/3-Doors,11250,52,5,2000,58596,Petrol,110,1,0,1600,3,4,1045
499,?TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,11750,54,3,2000,58530,Petrol,110,0,0,1600,5,4,1075
500,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,10950,55,2,2000,58377,Petrol,110,1,0,1600,3,4,1050
501,?TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,11250,56,1,2000,58142,Petrol,110,1,0,1600,5,4,1080
502,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9950,53,4,2000,57948,Petrol,97,1,0,1400,3,4,1025
503,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,9700,51,6,2000,57645,Petrol,110,0,0,1600,5,4,1080
504,?TOYOTA Corolla 1.6 SDN LINEA SOL 4/5-Doors,11950,47,10,2000,57500,Petrol,110,1,0,1600,4,4,1105
505,?TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,9900,53,4,2000,57475,Petrol,110,0,0,1600,3,4,1040
506,TOYOTA Corolla 1.6 16V VVT I HATCHB SOL 2/3-Doors,9990,55,2,2000,56743,Petrol,110,0,0,1600,3,4,1045
507,?TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9475,48,9,2000,56675,Petrol,97,1,0,1400,3,4,1025
508,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,11500,54,3,2000,55877,Petrol,110,1,0,1600,5,4,1075
509,TOYOTA Corolla 1.6 VVTI Linea Sol Sedan 4/5-Doors,11950,53,4,2000,55500,Petrol,110,1,0,1600,4,4,1035
510,?TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,11500,55,2,2000,54900,Petrol,97,1,0,1400,5,4,1060
511,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,10500,50,7,2000,54465,Petrol,110,0,0,1600,5,4,1075
512,?TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,10900,46,11,2000,53700,Petrol,97,1,0,1400,5,4,1060
513,?TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,11700,52,5,2000,53561,Petrol,97,1,0,1400,5,4,1060
514,TOYOTA Corolla 1.6 16v Liftback Linea So 4/5-Doors,11900,51,6,2000,53408,Petrol,110,1,0,1600,5,4,1080
515,?TOYOTA Corolla 1.6 16V VVT I WAGON TERRA Stationwagen,13950,51,6,2000,53268,Petrol,110,1,0,1600,5,4,1080
516,?TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10950,49,8,2000,53116,Petrol,97,1,0,1400,3,4,1025
517,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10500,56,1,2000,52448,Petrol,97,0,0,1400,3,4,1025
518,TOYOTA Corolla 1.4 HB LINEA TERRA 2/3-Doors,10750,55,2,2000,52149,Petrol,97,1,0,1400,3,4,1085
519,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,11950,55,2,2000,52141,Petrol,110,1,0,1600,5,4,1070
520,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10000,56,1,2000,52000,Petrol,97,0,0,1400,3,4,1025
521,?TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,10495,48,9,2000,50967,Petrol,97,1,0,1400,5,4,1060
522,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,11450,50,7,2000,50400,Petrol,110,0,0,1600,5,4,1080
523,?TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9400,54,3,2000,50000,Petrol,97,1,0,1400,3,4,1025
524,TOYOTA Corolla 1.3 G6 liftback 4/5-Doors,11950,51,6,2000,50000,Petrol,86,1,0,1300,5,4,1045
525,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,9650,53,4,2000,49969,Petrol,110,0,0,1600,5,4,1075
526,?TOYOTA Corolla 1.6 HB LINEA TERRA 2/3-Doors,18950,49,8,2000,49568,Petrol,110,1,0,1600,3,4,1105
527,?TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,11450,51,6,2000,49473,Petrol,110,0,0,1600,3,4,1055
528,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,10250,52,5,2000,49432,Petrol,110,1,0,1600,3,4,1050
529,TOYOTA Corolla 1.6 16V VVT I HATCHB SOL 2/3-Doors,11450,48,9,2000,49417,Petrol,110,1,0,1600,3,4,1045
530,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9950,54,3,2000,49366,Petrol,97,1,0,1400,3,4,1025
531,?TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,10500,56,1,2000,48731,Petrol,110,1,0,1600,3,4,1055
532,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,13750,54,3,2000,48370,Petrol,110,1,0,1600,5,4,1080
533,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9950,48,9,2000,48071,Petrol,97,0,0,1400,3,4,1025
534,TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,10250,54,3,2000,47852,Petrol,110,1,0,1600,4,4,1030
535,?TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,10850,54,3,2000,47768,Petrol,110,0,0,1600,3,4,1055
536,?TOYOTA Corolla 1.6 16V VVT I WAGON TERRA Stationwagen,11895,52,5,2000,47689,Petrol,110,0,0,1600,5,4,1075
537,TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,12950,53,4,2000,47451,Petrol,110,1,0,1600,3,4,1055
538,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,11950,50,7,2000,47219,Petrol,110,1,0,1600,5,4,1080
539,?TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,10750,56,1,2000,47211,Petrol,110,1,0,1600,5,4,1070
540,?TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,9550,54,3,2000,46856,Petrol,97,0,0,1400,5,4,1060
541,?TOYOTA Corolla 1.3 Linea Terra liftback 4/5-Doors,10950,56,1,2000,46500,Petrol,86,0,0,1300,5,4,1035
542,TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,11750,52,5,2000,46449,Petrol,110,1,0,1600,4,4,1035
543,?TOYOTA Corolla LIFTBACK 1.6 Linea terra 4/5-Doors,10950,47,10,2000,46391,Petrol,110,0,0,1600,5,4,1075
544,TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,12450,54,3,2000,46230,Petrol,110,1,0,1600,3,4,1055
545,?TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,10500,52,5,2000,46029,Petrol,110,1,0,1600,4,4,1030
546,?TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10900,50,7,2000,46000,Petrol,97,0,0,1400,3,4,1025
547,?TOYOTA Corolla 1.6 16V VVT I WAGON TERRA Stationwagen,12950,50,7,2000,45900,Petrol,110,1,0,1600,5,4,1075
548,TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,10950,47,10,2000,45850,Petrol,97,0,0,1400,5,4,1060
549,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,12500,56,1,2000,45336,Petrol,110,1,0,1600,5,4,1080
550,?TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9950,55,2,2000,44537,Petrol,97,0,0,1400,3,4,1025
551,TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,10750,56,1,2000,43700,Petrol,86,1,0,1300,3,4,1025
552,?TOYOTA Corolla 1.4 16V VVT I HATCHB SOL 2/3-Doors,12500,48,9,2000,43120,Petrol,97,1,0,1400,3,4,1030
554,TOYOTA Corolla 1.6 Hatchback 2/3-Doors,10450,49,8,2000,41710,Petrol,110,0,0,1600,3,4,1040
555,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10750,52,5,2000,41700,Petrol,97,1,0,1400,3,4,1025
556,?TOYOTA Corolla 1.6 VVT-i Linea Sol 4/5-Doors,12950,49,8,2000,41636,Petrol,110,1,0,1600,5,4,1105
557,TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,10995,50,7,2000,41273,Petrol,97,0,0,1400,5,4,1060
558,TOYOTA Corolla 1.6 16V VVT I HATCHB SOL AUT4 2/3-Doors,11950,49,8,2000,40836,Petrol,110,0,1,1600,3,4,1075
559,TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,11250,50,7,2000,40400,Petrol,97,1,0,1400,5,4,1060
560,TOYOTA Corolla 1.6 16V VVT I HATCHB G6 4/5-Doors,11950,47,10,2000,40361,Petrol,110,1,0,1600,5,4,1090
561,TOYOTA Corolla 1.3 16V LIFTB G6 4/5-Doors,13750,54,3,2000,40325,Petrol,86,0,0,1300,5,4,1045
562,?TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,11000,47,10,2000,40000,Petrol,110,0,0,1600,5,4,1080
563,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,13500,50,7,2000,39706,Petrol,110,1,0,1600,5,4,1080
564,?TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,10950,54,3,2000,39291,Petrol,110,1,0,1600,3,4,1040
565,?TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10750,54,3,2000,39000,Petrol,97,0,0,1400,3,4,1025
566,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,8950,47,10,2000,38900,Petrol,97,1,0,1400,3,4,1025
